category_order,category_chinese,category_slug,item_order,article_title_chinese,title_english,selected_quality,available_qualities,source_size_bytes,source_size_mib,width,height,resolution,duration_seconds,duration_minutes,bit_rate_kbps,codec,article_url,source_mp4_url,recommended_output_path,probe_error
1,大舞,01_dawu,1,大舞整套功法演示,Complete Routine Demonstration,SD,"LD,SD",174469897,166.39,1280,720,1280x720,860.843,14.35,1621.4,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_10668604.html,https://gdvideo.southcn.com/bdcddec809f14ac4bf4ab354875c0c2d/e01aa0c573ab4d8cac9fd27ea3815e83-d352d3601bb267b87f0b335a96a49e76-sd.mp4,video/01_dawu/001_complete-routine-demonstration.mp4,
1,大舞,01_dawu,2,1大舞 功法源流,Origin and History,SD,"LD,SD",40821327,38.93,1280,720,1280x720,196.04,3.27,1665.8,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8559043.html,https://gdvideo.southcn.com/44aa8fc28be24587a74319f7e9e1385f/1bfaf5bc59d84f719e2468cc16407721-e241975dd1765cdddac85587b5a8ff94-sd.mp4,video/01_dawu/002_origin-and-history.mp4,
1,大舞,01_dawu,3,2大舞 功法特点,Characteristics,LD,LD,42333384,40.37,960,540,960x540,336.52,5.61,1006.4,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8559042.html,https://gdvideo.southcn.com/665a80d78f974b65810f5ba8f4a8df89/a637f857ce544a66b85ce899cef31cfd-a481ef9625347f8167e6c7a60b5fa9b9-ld.mp4,video/01_dawu/003_characteristics.mp4,
1,大舞,01_dawu,4,3大舞 预备势,Preparatory Posture,SD,"LD,SD",36805799,35.1,1280,720,1280x720,181.461,3.02,1622.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8559039.html,https://gdvideo.southcn.com/72124b7857a341a4989b4b1790a855d9/3e8ff8d383e54bb7b83e85e80cf1bfb9-0a95d32525f986dc787639d464f77941-sd.mp4,video/01_dawu/004_preparatory-posture.mp4,
1,大舞,01_dawu,5,4大舞 第一式 昂首势,Form 1 Raise Head,SD,"LD,SD",46908756,44.74,1280,720,1280x720,222.2,3.7,1688.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8559038.html,https://gdvideo.southcn.com/c8678f33fe1e4201a16f5a5f93811bfa/f558b51757e146aeaf4ab7dd2363f3d8-a624f27be62380bc98023044abee2f2d-sd.mp4,video/01_dawu/005_form-1-raise-head.mp4,
1,大舞,01_dawu,6,5大舞 第二式 开胯势,Form 2 Open Hips,LD,LD,33998956,32.42,960,540,960x540,259.648,4.33,1047.5,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8559037.html,https://gdvideo.southcn.com/dc217470970e4d1a93c9b1eb059b1894/2f5a558010d94648b8b4c65a65e66d2a-09c0f26f338204e602e87d9f735d2f81-ld.mp4,video/01_dawu/006_form-2-open-hips.mp4,
1,大舞,01_dawu,7,6大舞 第三式 抻腰势,Form 3 Stretch Waist,SD,"LD,SD",84008663,80.12,1280,720,1280x720,405.12,6.75,1658.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8559019.html,https://gdvideo.southcn.com/1c420a7bb23849148c8084cf1ff8f54e/64473564cf664c64b2c6989d4fd16755-63da160f0bedc0148ca290e27f1b159e-sd.mp4,video/01_dawu/007_form-3-stretch-waist.mp4,
1,大舞,01_dawu,8,7大舞 第四式 震体势,Form 4 Shake Body,SD,"LD,SD",92927604,88.62,1280,720,1280x720,452.757,7.55,1642.0,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8559011.html,https://gdvideo.southcn.com/bf8b093d65d5414aae976be0c8ccb1f0/24be535a4f2d484480e4c2baf3325240-86edeac2795d97b722c8e3e2ce0bbb1f-sd.mp4,video/01_dawu/008_form-4-shake-body.mp4,
1,大舞,01_dawu,9,8大舞 第五式 揉脊势,Form 5 Rub Spine,LD,LD,28824115,27.49,960,540,960x540,227.307,3.79,1014.5,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8558991.html,https://gdvideo.southcn.com/2fcb53126aba4977952a861a17907125/1688d28ebb6445d5b7c432efdfde4b97-9c6cc6a54372fc2e6540fc324e68c080-ld.mp4,video/01_dawu/009_form-5-rub-spine.mp4,
1,大舞,01_dawu,10,9大舞 第六式 摆臀势,Form 6 Swing Hips,LD,LD,45537710,43.43,960,540,960x540,363.307,6.06,1002.7,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8558979.html,https://gdvideo.southcn.com/9f94b62b838c4713977bd628a218878d/ac26a1b770c9448fa08038423ae43922-ec3fde22c787b1ab2c57a910b1138bd3-ld.mp4,video/01_dawu/010_form-6-swing-hips.mp4,
1,大舞,01_dawu,11,10大舞 第七式 摩肋势,Form 7 Rub Ribs,LD,LD,40992503,39.09,960,540,960x540,326.08,5.43,1005.7,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8558970.html,https://gdvideo.southcn.com/0a7c9096c2ef47d29b48ba3c22f55ba5/83f8a97059cb40248c8a914329e97de2-302f5b09d1736c1a0a61bc639a3551bc-ld.mp4,video/01_dawu/011_form-7-rub-ribs.mp4,
1,大舞,01_dawu,12,11大舞 第八式 飞身势,Form 8 Flying Body,LD,LD,41884114,39.94,960,540,960x540,333.547,5.56,1004.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8558966.html,https://gdvideo.southcn.com/78902927e4e04d448ae6bd08b61e5943/aebf2daa3e184eefb2ae47762760299d-bad5b2563d5fea3611c897d7746c1f13-ld.mp4,video/01_dawu/012_form-8-flying-body.mp4,
1,大舞,01_dawu,13,12大舞 收势,Closing Posture,SD,"LD,SD",46127024,43.99,1280,720,1280x720,229.653,3.83,1606.8,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/dw/content/post_8558945.html,https://gdvideo.southcn.com/85b0bc2019114bb2aeae19ba6cb5a2e0/709988d41aae45348ca432be0a5df135-9dbe6f3e98a7f8cf6ed754e09a7c845c-sd.mp4,video/01_dawu/013_closing-posture.mp4,
2,五禽戏,02_wuqinxi,1,五禽戏-预备势 起势调息,Preparatory Posture and Opening Breath Regulation,SD,"LD,SD",34743198,33.13,1280,720,1280x720,175.56,2.93,1583.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_10668798.html,https://gdvideo.southcn.com/d1b2c5b8052d40c8964ae59c2e958b71/7bac4f1057f24a6b8d8e1f3f17f8b74a-9e437c427d8ac3569afce338280250c3-sd.mp4,video/02_wuqinxi/001_preparatory-posture-and-opening-breath-regulation.mp4,
2,五禽戏,02_wuqinxi,2,五禽戏虎戏之虎举,Tiger Form Tiger Lift,SD,"LD,SD",51387511,49.01,1280,720,1280x720,258.72,4.31,1589.0,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559212.html,https://gdvideo.southcn.com/350400ded167492d9816931dcfaf72fa/4bc63119068044f7bed21af355bc8a1b-46cb64b38ff6c0cb49eeaf6b58958998-sd.mp4,video/02_wuqinxi/002_tiger-form-tiger-lift.mp4,
2,五禽戏,02_wuqinxi,3,五禽戏虎戏之虎扑,Tiger Form Tiger Pounce,LD,LD,40815703,38.92,960,540,960x540,335.52,5.59,973.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559203.html,https://gdvideo.southcn.com/41f740bac7094b89bdc6cb65b263005e/b3cf1c3b519f4cf9a3282a6bb5adf946-a749ee59f8d9fafdeb7d868f07b037ff-ld.mp4,video/02_wuqinxi/003_tiger-form-tiger-pounce.mp4,
2,五禽戏,02_wuqinxi,4,五禽戏鹿戏之鹿抵,Deer Form Deer Butt,SD,"LD,SD",55888515,53.3,1280,720,1280x720,281.48,4.69,1588.4,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559190.html,https://gdvideo.southcn.com/ce3a41c6677042cbaca1fae89d0cc49b/6d6c9a0124764f54b8da6ca9748ff84f-b6369866a0c4829dc27e892f459dc7b4-sd.mp4,video/02_wuqinxi/004_deer-form-deer-butt.mp4,
2,五禽戏,02_wuqinxi,5,五禽戏鹿戏之鹿奔,Deer Form Deer Run,LD,LD,38748705,36.95,960,540,960x540,319.32,5.32,970.8,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559185.html,https://gdvideo.southcn.com/c31197228e1f40ad819da697ca298156/b7bd50f4c7b348f894d3d07c8a1f31f5-8b3304fbb49f2d8598ab33c2571f0019-ld.mp4,video/02_wuqinxi/005_deer-form-deer-run.mp4,
2,五禽戏,02_wuqinxi,6,五禽戏熊戏之熊运,Bear Form Bear Turn,SD,"LD,SD",43263586,41.26,1280,720,1280x720,218.92,3.65,1581.0,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559150.html,https://gdvideo.southcn.com/1b0529257b7148b2843b21183b796183/5e54c1846ac24764aa5988105204d63c-ea667db4e6d8718d722861f73cbe9c66-sd.mp4,video/02_wuqinxi/006_bear-form-bear-turn.mp4,
2,五禽戏,02_wuqinxi,7,五禽戏熊戏之熊晃,Bear Form Bear Sway,SD,"LD,SD",47321390,45.13,1280,720,1280x720,238.2,3.97,1589.3,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559144.html,https://gdvideo.southcn.com/a562c73d9cf2416dbfaf4737ec816e17/8e8a4e65912e49b4aea1114a4392a52e-f9b2a478d47d3dd1ba1ea95b75311f37-sd.mp4,video/02_wuqinxi/007_bear-form-bear-sway.mp4,
2,五禽戏,02_wuqinxi,8,五禽戏猿戏之猿提,Monkey Form Monkey Lift,SD,"LD,SD",50437558,48.1,1280,720,1280x720,254.36,4.24,1586.3,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559140.html,https://gdvideo.southcn.com/9b00474bf9fe4b948a33637bf1d412d8/b97b0dadeecb437a99a4644162db6a2a-51834b525a518b403e8f2175b0925e08-sd.mp4,video/02_wuqinxi/008_monkey-form-monkey-lift.mp4,
2,五禽戏,02_wuqinxi,9,五禽戏猿戏之猿摘,Monkey Form Monkey Pick,SD,"LD,SD",65138610,62.12,1280,720,1280x720,328.16,5.47,1588.0,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559134.html,https://gdvideo.southcn.com/fd7298acf0ac4551ada2d58bbd515827/0ec618c85011492fac2a9ea5b7a54cba-88e53a17841f613aefbd00cdf7771310-sd.mp4,video/02_wuqinxi/009_monkey-form-monkey-pick.mp4,
2,五禽戏,02_wuqinxi,10,五禽戏鸟戏之鸟伸,Bird Form Bird Stretch,LD,LD,35868549,34.21,960,540,960x540,295.24,4.92,971.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559124.html,https://gdvideo.southcn.com/8242d61e39e34777a648fc3e7c620d2f/4303ed05473144c782730024ae20f237-100332a893da483691954ead7be50a17-ld.mp4,video/02_wuqinxi/010_bird-form-bird-stretch.mp4,
2,五禽戏,02_wuqinxi,11,五禽戏鸟戏之鸟飞,Bird Form Bird Fly,SD,"LD,SD",55132780,52.58,1280,720,1280x720,278.12,4.64,1585.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559097.html,https://gdvideo.southcn.com/67d0d8b3e75c4980ba027e32fd603264/df9ab07a4c674389ba18d3295392fd4c-6174b73f9a842dfb745a87d7a2051034-sd.mp4,video/02_wuqinxi/011_bird-form-bird-fly.mp4,
2,五禽戏,02_wuqinxi,12,五禽戏收势引气归元,Closing Posture Guide Qi Back to Origin,LD,LD,21561854,20.56,960,540,960x540,177.64,2.96,971.0,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wqx/content/post_8559091.html,https://gdvideo.southcn.com/f8e5e7c6c0e149f88a29900c08da9d55/b3bd53dc2ffe43719e1f018163d410ba-d6594f19d9431346899fb4094294c406-ld.mp4,video/02_wuqinxi/012_closing-posture-guide-qi-back-to-origin.mp4,
3,八段锦,03_baduanjin,1,八段锦全套动作演示,Complete Routine Demonstration,LD,LD,95388345,90.97,960,540,960x540,767.808,12.8,993.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_10668630.html,https://gdvideo.southcn.com/7dfef135aa3841c193bbfb63c73705a2/657d653efad84ca8ae574fbdeb181ee4-a4acf6f077361719012bea580ff276a4-ld.mp4,video/03_baduanjin/001_complete-routine-demonstration.mp4,
3,八段锦,03_baduanjin,2,1八段锦名称由来,Name Origin,SD,"LD,SD",10322194,9.84,1280,720,1280x720,50.28,0.84,1642.4,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559527.html,https://gdvideo.southcn.com/9a35f964e21341279ddc3daa931a4c4d/d81c77a35b7046bb84f0bc2f19a98e47-01b9f045bda3f598b3c3b1188678c128-sd.mp4,video/03_baduanjin/002_name-origin.mp4,
3,八段锦,03_baduanjin,3,2八段锦功法源流,Origin and History,SD,"LD,SD",61305135,58.47,1280,720,1280x720,293.36,4.89,1671.8,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559518.html,https://gdvideo.southcn.com/613bd66b3f394ee38f45a1afa7617ae6/362a1092700e44458f277149ee357ea2-40fa67f0fb30703473dd116db7274a65-sd.mp4,video/03_baduanjin/003_origin-and-history.mp4,
3,八段锦,03_baduanjin,4,3八段锦功法特点,Characteristics,SD,"LD,SD",59292160,56.55,1280,720,1280x720,296.725,4.95,1598.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559512.html,https://gdvideo.southcn.com/9ae0db8c7379400b87323c1e79e7c19c/96f11dd434b54f55a4f732d5abb446d9-0ae1f350e68ef6b73232bc88b7449fe3-sd.mp4,video/03_baduanjin/004_characteristics.mp4,
3,八段锦,03_baduanjin,5,4八段锦预备势,Preparatory Posture,SD,"LD,SD",35324743,33.69,1280,720,1280x720,176.491,2.94,1601.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559509.html,https://gdvideo.southcn.com/272d1a4de83d45fa9612a459e940951b/9bfa014fc3f645a0a9a40cf79421e3ca-99fff6d4d599e1b37345a37047ed132e-sd.mp4,video/03_baduanjin/005_preparatory-posture.mp4,
3,八段锦,03_baduanjin,6,5八段锦两手托天理三焦,Two Hands Hold Up the Heavens,SD,"LD,SD",45028780,42.94,1280,720,1280x720,220.843,3.68,1631.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559508.html,https://gdvideo.southcn.com/b8aaeee790b74f9084c0bed66ea19312/8a3d6f5ec25340cba0a02db008ffcc61-f5f14c9c75d1f24335b1b7a604dd8bef-sd.mp4,video/03_baduanjin/006_two-hands-hold-up-the-heavens.mp4,
3,八段锦,03_baduanjin,7,6八段锦左右开弓似射雕,Draw the Bow Left and Right,SD,"LD,SD",50611599,48.27,1280,720,1280x720,250.133,4.17,1618.7,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559473.html,https://gdvideo.southcn.com/616e5493cadb4b2b984d79e16301de22/a47d8acef1d7401fa70cbc1155d5c9a4-3b7cddd60dbec8c857547bec78529435-sd.mp4,video/03_baduanjin/007_draw-the-bow-left-and-right.mp4,
3,八段锦,03_baduanjin,8,7八段锦调理脾胃须单举,Single Lift Regulates Spleen and Stomach,LD,LD,26600107,25.37,960,540,960x540,211.264,3.52,1007.3,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559469.html,https://gdvideo.southcn.com/ef550b7a60634fa38eebc15e78aee0e5/67ed02d82c6b49baa8d1bafd170fd9c3-3c93f99d0a84a59a0d2122ba2659d202-ld.mp4,video/03_baduanjin/008_single-lift-regulates-spleen-and-stomach.mp4,
3,八段锦,03_baduanjin,9,8八段锦五劳七伤往后瞧,Look Back to Relieve Five Strains and Seven Impairments,SD,"LD,SD",49649640,47.35,1280,720,1280x720,241.344,4.02,1645.8,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559467.html,https://gdvideo.southcn.com/99d4b74c53b442b685b7ce2aa79b2ce4/2c4fea302bad4afc84bc9c9a5c188c68-c6f96daa56f3ec733d4984281e78e827-sd.mp4,video/03_baduanjin/009_look-back-to-relieve-five-strains-and-seven-impairments.mp4,
3,八段锦,03_baduanjin,10,9八段锦摇头摆尾去心火,Sway Head and Tail to Remove Heart Fire,SD,"LD,SD",54354338,51.84,1280,720,1280x720,269.909,4.5,1611.0,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559465.html,https://gdvideo.southcn.com/9a0fdc68c0104905a1d61e58054773a1/cd84fee32b5d480f82a507ab830bb9e7-03cf69a099be2903cfed079a2b738dc3-sd.mp4,video/03_baduanjin/010_sway-head-and-tail-to-remove-heart-fire.mp4,
3,八段锦,03_baduanjin,11,10八段锦两手攀足固肾腰,Two Hands Climb Feet to Strengthen Kidneys and Waist,SD,"LD,SD",54624167,52.09,1280,720,1280x720,274.56,4.58,1591.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559458.html,https://gdvideo.southcn.com/7fb172b65dd749bba1f294be70b61a07/eb5a5b0315884f819dc97683cb327926-6b866b07b8fd2f56e13a62a307d35d66-sd.mp4,video/03_baduanjin/011_two-hands-climb-feet-to-strengthen-kidneys-and-waist.mp4,
3,八段锦,03_baduanjin,12,11八段锦攒拳怒目增气力,Clench Fists and Glare to Increase Strength,SD,"LD,SD",55791557,53.21,1280,720,1280x720,273.643,4.56,1631.1,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559455.html,https://gdvideo.southcn.com/bea03cf281344f83b01f8ab8ab927e8f/ef83276ba7a54021a36aa830eba40ebf-75ff4d4cdae84db9b8270ac38fc6ac9c-sd.mp4,video/03_baduanjin/012_clench-fists-and-glare-to-increase-strength.mp4,
3,八段锦,03_baduanjin,13,12八段锦背后七颠百病消,Bounce on the Toes Seven Times,SD,"LD,SD",35045152,33.42,1280,720,1280x720,170.091,2.83,1648.3,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559445.html,https://gdvideo.southcn.com/3acde513ee8b46488f99056203ca809e/f3ac331f53c643208b232e8de36a7b1c-d0e73ce09432f36d5dda46ebe9950e8d-sd.mp4,video/03_baduanjin/013_bounce-on-the-toes-seven-times.mp4,
3,八段锦,03_baduanjin,14,13八段锦收势,Closing Posture,SD,"LD,SD",29459710,28.09,1280,720,1280x720,147.989,2.47,1592.5,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/bdj/content/post_8559432.html,https://gdvideo.southcn.com/e938860d28e64770af39555e2feb90de/0e683bc84f5646b6969025b19c94056d-67650e6139257397ea0a0d6303e7fdd6-sd.mp4,video/03_baduanjin/014_closing-posture.mp4,
4,明目功,04_mingmu-gong,1,明目功（成人版）展示,Adult Version Demonstration,LD,LD,95274039,90.86,960,540,960x540,776.034,12.93,982.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wl01/content/post_10487536.html,https://gdvideo.southcn.com/996cb28e86644abd8d1bc6b76508e89e/397bdd2bcef54c0da1e0eceb9ba39c3c-158d2946392e40c50cdc81c09666a26d-ld.mp4,video/04_mingmu-gong/001_adult-version-demonstration.mp4,
4,明目功,04_mingmu-gong,2,明目功（青少版）展示,Youth Version Demonstration,LD,LD,60688515,57.88,960,540,960x540,484.809,8.08,1001.4,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/wl01/content/post_10487535.html,https://gdvideo.southcn.com/608117b54df74c6a9b8b0c438fd7940c/b9e269013d1b4408b45baa310b966790-0ec0d20e127b7167bd13ef99f2292444-ld.mp4,video/04_mingmu-gong/002_youth-version-demonstration.mp4,
5,六字诀,05_liuzijue,1,六字诀整套功法演示,Complete Routine Demonstration,LD,LD,124367265,118.61,960,540,960x540,994.046,16.57,1000.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_10668635.html,https://gdvideo.southcn.com/c5ae10a6342f482898c2eba55a80e79b/86e1d254ecff4ee39ffdc1bb2a8d5b97-2a6fddfbc6044490223b5a8c3eff47d2-ld.mp4,video/05_liuzijue/001_complete-routine-demonstration.mp4,
5,六字诀,05_liuzijue,2,1.六字诀-历史与介绍,History and Introduction,LD,LD,35932741,34.27,960,540,960x540,291.178,4.85,987.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569530.html,https://gdvideo.southcn.com/ebe49d3ec0e943e1bf5277b4aba65fd4/bb7a2f854e8e4b9cada76351bae44f38-164faa4a48f6bfe251fa16da72064f35-ld.mp4,video/05_liuzijue/002_history-and-introduction.mp4,
5,六字诀,05_liuzijue,3,2.六字诀-读音吐气法,Pronunciation and Exhalation Method,SD,"LD,SD",128876021,122.91,1280,720,1280x720,629.168,10.49,1638.7,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569340.html,https://gdvideo.southcn.com/6c9b16726e58402eaeb09e491be4b85c/9a0a8d3ea53e4c7b826f848b3ad35706-fc7c294cfa6520b4749f169a3556eb31-sd.mp4,video/05_liuzijue/003_pronunciation-and-exhalation-method.mp4,
5,六字诀,05_liuzijue,4,3.六字诀-预备式+起式,Preparatory Posture and Opening Posture,SD,"LD,SD",31791944,30.32,1280,720,1280x720,157.245,2.62,1617.4,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569369.html,https://gdvideo.southcn.com/8b741a3469f4449294a43a159c6c775d/60566e3613e6433eb3f6ae733c112838-603a6bef628e669a2bc2836d4fbb8c32-sd.mp4,video/05_liuzijue/004_preparatory-posture-and-opening-posture.mp4,
5,六字诀,05_liuzijue,5,4.六字诀-“嘘”字诀,XU Sound,SD,"LD,SD",20454612,19.51,1280,720,1280x720,102.98,1.72,1589.0,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569389.html,https://gdvideo.southcn.com/209637f0d5964da68106c11e209034ce/6003bc9682564a3db11260517bf88fe1-d0766f8a448789e7a805bd4ce60c6dd5-sd.mp4,video/05_liuzijue/005_xu-sound.mp4,
5,六字诀,05_liuzijue,6,5.六字诀-“呵”字诀,HE Sound,SD,"LD,SD",28530957,27.21,1280,720,1280x720,141.04,2.35,1618.3,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569394.html,https://gdvideo.southcn.com/8f13d0bbeab74c6780fe36512903b490/da6067e5d2024eed8f70f01041a25620-84da9b26e6d758e33992b3d281c74b07-sd.mp4,video/05_liuzijue/006_he-sound.mp4,
5,六字诀,05_liuzijue,7,6.六字诀-“呼”字诀,HU Sound,SD,"LD,SD",19967094,19.04,1280,720,1280x720,99.985,1.67,1597.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569399.html,https://gdvideo.southcn.com/7463455b9a56447ab36683b94f6ac19c/1627625c35ab47ac9a3a46bb313df768-5aa8149ccfec5d3cfb616e2993bd08ba-sd.mp4,video/05_liuzijue/007_hu-sound.mp4,
5,六字诀,05_liuzijue,8,7.六字诀-“罒”字诀,SI Sound,SD,"LD,SD",30819534,29.39,1280,720,1280x720,153.182,2.55,1609.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569403.html,https://gdvideo.southcn.com/1fe7379a31974fcb96040676cbf6face/cb6758f4de824e02aa11ac732d7510f3-6190433bb4c9cec4d0d221d47353f947-sd.mp4,video/05_liuzijue/008_si-sound.mp4,
5,六字诀,05_liuzijue,9,8.六字诀-“吹”字诀,Chui Sound,SD,"LD,SD",29403539,28.04,1280,720,1280x720,145.72,2.43,1614.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569404.html,https://gdvideo.southcn.com/f0772495409545bcb441110882a581bf/88df7b4a927e44cb83306e203c435940-65f418e5a98a348f8ffff9c9ba71ee51-sd.mp4,video/05_liuzijue/009_chui-sound.mp4,
5,六字诀,05_liuzijue,10,9.六字诀-“嘻”字诀,XI Sound,LD,LD,19239602,18.35,960,540,960x540,154.854,2.58,993.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569415.html,https://gdvideo.southcn.com/5f2f9d5643304ed2b5790a398c7da193/c51bfd444cfa433d822563ad41c3b181-8f578b00e0e0293427821167e1d2527c-ld.mp4,video/05_liuzijue/010_xi-sound.mp4,
5,六字诀,05_liuzijue,11,10.六字诀-收式,Closing Posture,SD,"LD,SD",23651340,22.56,1280,720,1280x720,116.82,1.95,1619.7,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/lzj/content/post_8569421.html,https://gdvideo.southcn.com/7502a2962b2341b2991f48dae7269293/aa30e2e57e034922a79aeb64ff58cbc8-cd480e64ff8120b6337e20977fd39fe3-sd.mp4,video/05_liuzijue/011_closing-posture.mp4,
6,十二段锦,06_twelve-section-brocade,1,十二段锦整套功法演示,Complete Routine Demonstration,LD,LD,185373753,176.79,960,540,960x540,1477.68,24.63,1003.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/shier/content/post_10668640.html,https://gdvideo.southcn.com/bbb274b5eda64b519c2d6241589b9ed6/3a7a7498a03c41bb9ea754fab6868bf3-6a3f21756ad7bd4952880fd497bd1396-ld.mp4,video/06_twelve-section-brocade/001_complete-routine-demonstration.mp4,
6,十二段锦,06_twelve-section-brocade,2,1十二段锦 功法源流,Origin and History,SD,"LD,SD",44731537,42.66,1280,720,1280x720,218.36,3.64,1638.8,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/shier/content/post_8564496.html,https://gdvideo.southcn.com/407e4bad93f346aeab5c1fbedc75dc61/5fb2093a678a4b39a97c815c1044f459-2da40fd0ddc60d5126b45fb0186e6912-sd.mp4,video/06_twelve-section-brocade/002_origin-and-history.mp4,
6,十二段锦,06_twelve-section-brocade,3,2十二段锦 功法特点,Characteristics,SD,"LD,SD",55426079,52.86,1280,720,1280x720,269.909,4.5,1642.8,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/shier/content/post_8564486.html,https://gdvideo.southcn.com/d3eba367c6b24393808bb8bbd3bdfb46/b6dac0ca312b41178b7ab87f48c51f9e-e1d0d4bdaaa9ae93c05b738502808ed6-sd.mp4,video/06_twelve-section-brocade/003_characteristics.mp4,
6,十二段锦,06_twelve-section-brocade,4,3十二段锦 预备势,Preparatory Posture,SD,"LD,SD",24877328,23.72,1280,720,1280x720,123.883,2.06,1606.5,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/shier/content/post_8564458.html,https://gdvideo.southcn.com/657a0bb0ff4f42899dbe8f3f69afb4a2/7382a5de540a467fa6fac169a4025c1d-45c4351db1d9f50e44636eceb83dcac9-sd.mp4,video/06_twelve-section-brocade/004_preparatory-posture.mp4,
