category_order,category_chinese,category_slug,item_order,article_title_chinese,title_english,selected_quality,available_qualities,source_size_bytes,source_size_mib,width,height,resolution,duration_seconds,duration_minutes,bit_rate_kbps,codec,article_url,source_mp4_url,recommended_output_path,probe_error
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,1,导引养生功十二法整套功法演示,Complete Routine Demonstration,SD,"LD,SD",180261129,171.91,1280,720,1280x720,891.584,14.86,1617.4,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_10668682.html,https://gdvideo.southcn.com/5e2ae9ed0fd4482f9f5bfe18c7f5f647/45ad74193f734a8db6aba950c0cbada5-abd02adf8e45fde1550b254d8e2f9665-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/001_complete-routine-demonstration.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,2,1导引养生功十二法 功法源流,Origin and History,SD,"LD,SD",52040379,49.63,1280,720,1280x720,245.84,4.1,1693.5,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559599.html,https://gdvideo.southcn.com/4f49c42c19c74384a8778354cb1f04a3/1e4ad79151c140519b357aa1f66155f4-5c139c96db0e9a81fbf1b81137915ea4-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/002_origin-and-history.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,3,2导引养生功十二法 功法特点,Characteristics,SD,"LD,SD",108201447,103.19,1280,720,1280x720,535.28,8.92,1617.1,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559595.html,https://gdvideo.southcn.com/36fcceeb1d4a47eba586d48e0ba64b39/1124a1a2f4624ccaad24f84a7102bea7-34af3fb5637447c70929e55340ea768f-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/003_characteristics.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,4,3导引养生功十二法 预备势,Preparatory Posture,SD,"LD,SD",29695517,28.32,1280,720,1280x720,144.8,2.41,1640.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559593.html,https://gdvideo.southcn.com/84d48ecbd34a4130917a85c19596bb69/0d2575117cd943ba89c63df8cddc8b97-ea3e33cae9416eb8cabe8a8df01d26f8-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/004_preparatory-posture.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,5,4导引养生功十二法 第一式 乾元启运,Form 1 Heavenly Origin Starts the Cycle,SD,"LD,SD",43705364,41.68,1280,720,1280x720,214.48,3.57,1630.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559585.html,https://gdvideo.southcn.com/7664309c25ac43868ed3aaa7a183a7bb/bf96d991943f4b6aaeab5c9f35d251e6-2b7943694d01b073e89fc17a4a225976-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/005_form-1-heavenly-origin-starts-the-cycle.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,6,5导引养生功十二法 第二式 双鱼悬阁,Form 2 Paired Fish Hang in the Pavilion,LD,LD,38082495,36.32,960,540,960x540,301.803,5.03,1009.5,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559578.html,https://gdvideo.southcn.com/2082dba817f34c17b7cc34e9830a1454/b6caaa02924a4bba9adb0395682254a3-e6c92a6a2b084e6da68827fd73663714-ld.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/006_form-2-paired-fish-hang-in-the-pavilion.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,7,6导引养生功十二法 第三式 老骥伏枥,Form 3 Old Steed in the Stable,SD,"LD,SD",69728245,66.5,1280,720,1280x720,343.147,5.72,1625.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559576.html,https://gdvideo.southcn.com/44896deecf82450eadf47ee548fc1b5e/e758b63d79e74c739b971fa62204731b-1ba3614e03364f428da8084fccccab6a-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/007_form-3-old-steed-in-the-stable.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,8,7导引养生功十二法 第四式 纪昌贯虱,Form 4 Jichang Pierces the Louse,SD,"LD,SD",54869183,52.33,1280,720,1280x720,266.88,4.45,1644.8,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559568.html,https://gdvideo.southcn.com/39d6e71c41f843b9880d29b72fb8135e/effaf59642404ce1824f71464d693b4f-090a449321104e7205077c0d720288af-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/008_form-4-jichang-pierces-the-louse.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,9,8导引养生功十二法 第五式 躬身掸靴,Form 5 Bend Down and Dust Boots,SD,"LD,SD",70206509,66.95,1280,720,1280x720,342.699,5.71,1638.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559567.html,https://gdvideo.southcn.com/274a772bcb0343c59f419bc596b77fab/93f1806285d34292bb34d137876b3849-33a07b945fd3e38146ac1d53634dae71-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/009_form-5-bend-down-and-dust-boots.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,10,9导引养生功十二法 第六式 犀牛望月,Form 6 Rhinoceros Gazes At the Moon,LD,LD,33438644,31.89,960,540,960x540,268.352,4.47,996.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559565.html,https://gdvideo.southcn.com/8e86a451874446f596d75e73fc3bd4ec/a479061bb475433bb66913da71bd916b-ddacc6b6aaf7ab238ee841c0a70e215b-ld.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/010_form-6-rhinoceros-gazes-at-the-moon.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,11,10导引养生功十二法 第七式 芙蓉出水,Form 7 Lotus Emerges From Water,SD,"LD,SD",55225153,52.67,1280,720,1280x720,266.837,4.45,1655.7,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559560.html,https://gdvideo.southcn.com/4810bd6d138f4a51bf79e807f64fce9d/776cad290eb948edb625754f3b75730f-2624ba80308fba839fd33b8baed35064-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/011_form-7-lotus-emerges-from-water.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,12,11导引养生功十二法 第八式 金鸡报晓,Form 8 Golden Rooster Announces Dawn,SD,"LD,SD",43272976,41.27,1280,720,1280x720,211.349,3.52,1638.0,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559554.html,https://gdvideo.southcn.com/01e0ef468d6d4f4b8209bb0d1be7a12f/3b539a51632f466daef1b6dd0f82722d-bfe148105df6daef643646c4f8695409-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/012_form-8-golden-rooster-announces-dawn.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,13,12导引养生功十二法 第九式 平沙落雁,Form 9 Wild Goose Lands on Sand,SD,"LD,SD",59719365,56.95,1280,720,1280x720,294.016,4.9,1624.9,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559549.html,https://gdvideo.southcn.com/c8f217afde0f48faadc72473d9f4d6b7/c2695a0b92924afe8d166dbe21735210-48f15376c3b926f8679691a717ff6613-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/013_form-9-wild-goose-lands-on-sand.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,14,13导引养生功十二法 第十式 云端白鹤,Form 10 White Crane in the Clouds,SD,"LD,SD",41158662,39.25,1280,720,1280x720,203.989,3.4,1614.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559546.html,https://gdvideo.southcn.com/9a8b4fc1959a4a9b932bcd4f503f2e1e/8ea25b8354804d4baf4213c6dd33b982-bdf9901479ee620906524b08efa7d30b-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/014_form-10-white-crane-in-the-clouds.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,15,14导引养生功十二法 第十一式 凤凰来仪,Form 11 Phoenix Arrives With Grace,LD,LD,29081438,27.73,960,540,960x540,234.624,3.91,991.6,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559545.html,https://gdvideo.southcn.com/d78624bcf51a4d3b82b57ff04b377324/b3210c7750574ffda3e9551a1e60c4b4-518bd86d248e3ae7513d85b592d001af-ld.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/015_form-11-phoenix-arrives-with-grace.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,16,15导引养生功十二法 第十二式 气息归元,Form 12 Breath Returns to Origin,SD,"LD,SD",32815550,31.3,1280,720,1280x720,162.837,2.71,1612.2,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559540.html,https://gdvideo.southcn.com/1d9df4f940ba433c9a9bc8f50f63fdf7/ac87222e5da54af0ba75357528c660b5-53e2b36671a5cd04b7ee1b6c752f6d07-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/016_form-12-breath-returns-to-origin.mp4,
11,导引养生功十二法,11_daoyin-yangsheng-gong-twelve-methods,17,16导引养生功十二法 收势,Closing Posture,SD,"LD,SD",36492608,34.8,1280,720,1280x720,182.229,3.04,1602.1,h264,https://wtl.sz.gov.cn/ztzl_78228/tszl/wlzgj/ysg/content/post_8559536.html,https://gdvideo.southcn.com/4b45e97bbedc480cb2fea5842c4d8c15/2bc50dc13ae848c09c3e7792dcd90e07-0ae56320e27973faab9b41dd634ef7d0-sd.mp4,video/11_daoyin-yangsheng-gong-twelve-methods/017_closing-posture.mp4,
